name,scholarid
Marc Peter Deisenroth,GDabimYAAAAJ
Marc Pomplun,k7cIJjUAAAAJ
Marc Pouzet,NOSCHOLARPAGE
Marc Sebban,EGZ3i1MAAAAJ
Marc Snir,HaI6LesAAAAJ
Marc Stevens,Zhnqx9IAAAAJ
Marc Streit,l7TTSP0AAAAJ
Marc Tommasi,IRyM3b8AAAAJ
Marc Toussaint,t2X4Mg8AAAAJ
Marc Van Barel,qeXY5T4AAAAJ
Marcel Böhme,cWmLE6oAAAAJ
Marcel J. T. Reinders,NOSCHOLARPAGE
Marcel Jackowski,WEBkqvcAAAAJ
Marcel Kenji de Carli Silva,NOSCHOLARPAGE
Marcel P. Jackowski,WEBkqvcAAAAJ
Marcel Parolin Jackowski,WEBkqvcAAAAJ
Marcel Prastawa,avpOgS4AAAAJ
Marcel Salathé,_wHMGkUAAAAJ
Marcel Turcotte,CWnhaywAAAAJ
Marcel Waldvogel,EySbr8sAAAAJ
Marcela Hernández Hoyos,9nnSYmMAAAAJ
Marcelino B. Santos,ZlmBiE4AAAAJ
Marcelino Bicho Dos Santos,ZlmBiE4AAAAJ
Marcella Anselmo,NOSCHOLARPAGE
Marcello Restelli,xdgxRiEAAAAJ
Marcelo Finger,uuu73GEAAAAJ
Marcelo Fiore,NOSCHOLARPAGE
Marcelo G. Manzato,enmhJywAAAAJ
Marcelo Garcia Manzato,enmhJywAAAAJ
Marcelo Gattass,zrRqeM8AAAAJ
Marcelo Gomes de Queiroz,NOSCHOLARPAGE
Marcelo H. de Carvalho,Q_F5v5wAAAAJ
Marcelo Keese Albertini,NOSCHOLARPAGE
Marcelo P. Fiore,NOSCHOLARPAGE
Marcelo Pias,X_zoltAAAAAJ
Marcelo Pimenta,NOSCHOLARPAGE
Marcelo Risk,NOSCHOLARPAGE
Marcelo Soares Pimenta,NOSCHOLARPAGE
Marcelo Walter,7VfUEj0AAAAJ
Marcelo Zanchetta do Nascimento,qCLjRUFiICAC
Marcelo d'Amorim,nGTsM3QAAAAJ
Marcelo de Almeida Maia,AkhgR1AAAAAJ
Marcia Fampa,Fg-1DiIAAAAJ
Marcia H. C. Fampa,Fg-1DiIAAAAJ
Marcia Helena Costa Fampa,Fg-1DiIAAAAJ
Marcin Bienkowski,R6F42ckAAAAJ
Marcin Dziubinski,NOSCHOLARPAGE
Marcin Jakub Kaminski,EmFSl3EAAAAJ
Marcin Kaminski,EmFSl3EAAAAJ
Marcin Kaminski 0001,EmFSl3EAAAAJ
Marcin Mucha,hItDyn8AAAAJ
Marcin Peczarski,NOSCHOLARPAGE
Marcin Pilipczuk,iiMXQscAAAAJ
Marco A. Casanova,zWh25xcAAAAJ
Marco A. Wiering,880vFIgAAAAJ
Marco Ajmone Marsan,oPrHUW0AAAAJ
Marco Antonio Casanova,zWh25xcAAAAJ
Marco Antonio Zúñiga Zamalloa,xWdb5R8AAAAJ
Marco Aurélio Gerosa,kjtuhEQAAAAJ
Marco Autili,s8F7eWIAAAAJ
Marco Bellia,NOSCHOLARPAGE
Marco Brambilla 0001,YQV_ChkAAAAJ
Marco Brocanelli,AyWhHyQAAAAJ
Marco Caccamo,Jbo1MqwAAAAJ
Marco Canini,c-rwMUkAAAAJ
Marco Carbone,abe9klkAAAAJ
Marco Carvalho,P9uSzk4AAAAJ
Marco Chiesa,qq4qwRMAAAAJ
Marco Colombetti,piEqyCsAAAAJ
Marco D. Santambrogio,Dr2SsKIAAAAJ
Marco Danelutto,XAY_AIIAAAAJ
Marco Di Natale,pbhFW1kAAAAJ
Marco Domenico Santambrogio,Dr2SsKIAAAAJ
Marco Fratarcangeli,NOSCHOLARPAGE
Marco G. Valtorta,IXWSOxcAAAAJ
Marco Gaboardi,5b8D1MgAAAAJ
Marco Giunti,xdrpRlcAAAAJ
Marco Gribaudo,ZlnvxioAAAAJ
Marco Gruteser,HSPbKTAAAAAJ
Marco Guarnieri,gP-5CSsAAAAJ
Marco Levorato,Lf2KB6cAAAAJ
Marco Loog,2gmHmJYAAAAJ
Marco Masseroli,IDkIyTcAAAAJ
Marco Molinaro,NOSCHOLARPAGE
Marco Pedersoli,aVfyPAoAAAAJ
Marco Romano,EEVgWLMAAAAJ
Marco Serafini,IJECSdkAAAAJ
Marco Servetto,X7AUaVIAAAAJ
Marco Tagliasacchi,zwH1rZQAAAAJ
Marco Tulio Valente,0vFkqMIAAAAJ
Marco Tulio de Oliveira Valente,0vFkqMIAAAAJ
Marco Valtorta,IXWSOxcAAAAJ
Marco Wiering,880vFIgAAAAJ
Marco Zuniga,xWdb5R8AAAAJ
Marco Zúñiga,xWdb5R8AAAAJ
Marcos André Gonçalves,IStCGaoAAAAJ
Marcos Antonio Vaz Salles,8ob18bQAAAAJ
Marcos Augusto M. Vieira,2pp8xosAAAAJ
Marcos Augusto Menezes Vieira,2pp8xosAAAAJ
Marcos Kalinowski,tKCYoHsAAAAJ
Marcos Lage,ltxcRtwAAAAJ
Marcos Vaz Salles,8ob18bQAAAAJ
Marcos Zampieri,vAx7VsoAAAAJ
Marcus A. Brubaker,x2wyjkAAAAAJ
Marcus A. Magnor,st_GV1QAAAAJ
Marcus A. Maloof,NOSCHOLARPAGE
Marcus Dahlem,1ioM-GYAAAAJ
Marcus Denker,uVa--40AAAAJ
Marcus Frean,fu9lhjoAAAAJ
Marcus Gallagher,Wcdm1ycAAAAJ
Marcus Hutter,7hmCntEAAAAJ
Marcus Poggi,tOei_80AAAAJ
Marcus Poggi de Aragão,tOei_80AAAAJ
Marcus R. Frean,fu9lhjoAAAAJ
Marcus Ritt,NOSCHOLARPAGE
Marcus Schaefer,8wQ3nCkAAAAJ
Marcus V. A. Andrade,NOSCHOLARPAGE
Marcus V. dos Santos,NOSCHOLARPAGE
Marcus Vinícius Alvim Andrade,NOSCHOLARPAGE
Marek Chrobak,RutwCU4AAAAJ
Marek Cygan,df8TSy4AAAAJ
Marek Grzes,4uJBor0AAAAJ
Marek J. Sergot,NOSCHOLARPAGE
Marek Materzok,PkDLbJoAAAAJ
Marek Petrik,yT-xSLoAAAAJ
Marek Piotrów,Z1XcJRUAAAAJ
Marek Szykula,5Aj5yTsAAAAJ
Margaret Burnett,Vc58tYYAAAAJ
Margaret Cunningham,NOSCHOLARPAGE
Margaret H. Wright,NOSCHOLARPAGE
Margaret Hamilton,427zMt8AAAAJ
Margaret J. Eppstein,zn9IWtQAAAAJ
Margaret M. Burnett,Vc58tYYAAAAJ
Margaret Martonosi,tgYsFS0AAAAJ
Margaret S. Cheung,6f9jHBUAAAAJ
Margaret-Anne D. Storey,WhjQewkAAAAJ
Margarida Mamede,j8VugkYAAAAJ
Margit Pohl,NOSCHOLARPAGE
Margo I. Seltzer,XeyiyUYAAAAJ
Margo Seltzer,XeyiyUYAAAAJ
Margrit Betke,tu39-p8AAAAJ
Margrit Gelautz,K-7h4K8AAAAJ
Maria A. Wimmer,QvZLlC8AAAAJ
Maria A. Zuluaga,0SaJdxQAAAAJ
Maria Angelica Reyes Muñoz,NOSCHOLARPAGE
Maria Beatriz Carmo,3-kUQBoAAAAJ
Maria C. Yuang,NOSCHOLARPAGE
Maria Camila Nardini Barioni,f0ib3vMAAAAJ
Maria Cecília Calani Baranauskas,NOSCHOLARPAGE
Maria Christakis,QbHnrKgAAAAJ
Maria Cristina Ferreira de Oliveira,vhRUZogAAAAJ
Maria Eichlseder,JtbejLsAAAAJ
Maria Emilia M. T. Walter,soJPqCAAAAAJ
Maria Emilia Telles Walter,soJPqCAAAAAJ
Maria Eugenia Occhiuto,NOSCHOLARPAGE
Maria Francis,r5EduDsAAAAJ
Maria G. C. Pimentel,2z--uNYAAAAJ
Maria Garcia de la Banda,mkm8ZlQAAAAJ
Maria Gorlatova,h_DY5OQAAAAJ
Maria Grazia Fugini,xiSJFg4AAAAJ
Maria Grazia Scutellà,PcGjfV8AAAAJ
Maria Hybinette,d6gfNpIAAAAJ
Maria Indrawan,xzE1AkgAAAAJ
Maria Indrawan-Santiago,xzE1AkgAAAAJ
Maria J. García de la Banda,mkm8ZlQAAAAJ
Maria K. Wolters,NOSCHOLARPAGE
Maria Kihl,a8CP0V8AAAAJ
Maria Klara Wolters,NOSCHOLARPAGE
Maria L. Gini,2ewb-10AAAAJ
Maria Letizia Jaccheri,xBnjjysAAAAJ
Maria Luisa Gil Gomez,NOSCHOLARPAGE
Maria Luísa Torres Ribeiro Marques da Silva Coheur,dJ5sl_QAAAAJ
Maria Montanucci,NOSCHOLARPAGE
Maria Paasivaara,T4iNd0gAAAAJ
Maria Papadopouli,wZFtgBwAAAAJ
Maria Roussou,IaPXgqsAAAAJ
Maria Simi,UzzWjHQAAAAJ
Maria Soledad Pera,NOSCHOLARPAGE
Maria Spichkova,kFYE6gkAAAAJ
Maria Tortorella,YgkmZPMAAAAJ
Maria Wimmer,QvZLlC8AAAAJ
Maria Wolters,NOSCHOLARPAGE
Maria da Graça Campos Pimentel,2z--uNYAAAAJ
Maria-Cecilia Rivara,NYyo2yQAAAAJ
Maria-Florina Balcan,LWlN_BUAAAAJ
Maria-Florina Popa,LWlN_BUAAAAJ
Maria-Luiza Antonie,NOSCHOLARPAGE
Mariagrazia Fugini,xiSJFg4AAAAJ
Mariana Luderitz Kolberg,NOSCHOLARPAGE
Marianna Obrist,yN-L6cIAAAAJ
Marianne Graves Petersen,vgP6E1oAAAAJ
Marianne Sheelagh Therese Carpendale,NOSCHOLARPAGE
Marie Durand,NOSCHOLARPAGE
Marie Nilsenová,VK1DBk4AAAAJ
Marie Postma,VK1DBk4AAAAJ
Marie Postma-Nilsenová,VK1DBk4AAAAJ
Marie desJardins,UYLIgHAAAAAJ
Marie-Eléonore Kessaci,NOSCHOLARPAGE
Marie-Emilie Voge,NOSCHOLARPAGE
Marie-Francine Moens,O9hYMUUAAAAJ
Mariette Awad,pF_1j1IAAAAJ
Marilyn A. Walker,TMw2-csAAAAJ
Marin Litoiu,FWASYv0AAAAJ
Marina Blanton,JaM1iKMAAAAJ
Marina Bykova,JaM1iKMAAAAJ
Marina De Vos,_Bxa0oAAAAAJ
Marina Gavrilova,q3vR88gAAAAJ
Marina Jirotka,NOSCHOLARPAGE
Marina Kogan,ST-2CicAAAAJ
Marina L. Gavrilova,q3vR88gAAAAJ
Marina Lepp,6j7vkrgAAAAJ
Marina Papatriantafilou,NOSCHOLARPAGE
Marina Petrova,eT4_gaYAAAAJ
Marine Carpuat,EAQfVXgAAAAJ
Marinho P. Barcellos,NOSCHOLARPAGE
Mario A. Nascimento,eZyrbXIAAAAJ
Mario Calha,GSDogzwAAAAJ
Mario Costa Sousa,xRhWiGAAAAAJ
Mario Di Francesco,xuJ3KAYAAAAJ
Mario E. Magaña,ieSEZuYAAAAJ
Mario E. Sánchez,M1CE-nIAAAAJ
Mario Edgardo Magaña,ieSEZuYAAAAJ
Mario F. M. Campos,qWrXkPwAAAAJ
Mario Fernando De La Rosa-Rosero,UB6e9ywAAAAJ
Mario Fernando Montenegro Campos,qWrXkPwAAAAJ
Mario Fritz,4V1nNm4AAAAJ
Mario Huemer,VXSkReQAAAAJ
Mario L. Côrtes,NOSCHOLARPAGE
Mario Linares Vásquez,55fmMcoAAAAJ
Mario Linares-Vásquez,55fmMcoAAAAJ
Mario Lopez,NOSCHOLARPAGE
Mario R. F. Benevides,O3lJvk4AAAAJ
Mario Romero Vega,xAFGASEAAAAJ
Mario Schaarschmidt,LmkFPYkAAAAJ
Mario Vento,3PwXGpgAAAAJ
Mariofanna Milanova,oJr0BfEAAAAJ
Marios C. Papaefthymiou,NOSCHOLARPAGE
Marios Christou,NOSCHOLARPAGE
Marios Fokaefs,CFKjCQQAAAAJ
Marios Kountouris,QG9iXtUAAAAJ
Maristella Matera,NScXYC0AAAAJ
Marius Portmann,hiYVpa0AAAAJ
Marius Ungarish,NOSCHOLARPAGE
Marius Zimand,_7Mz5cQAAAAJ
Marivic S. Tangkeko,BVk-h2YAAAAJ
Mariya Zheleva,eEqTPcwAAAAJ
Marjo Kauppinen,Wo8x6EUAAAAJ
Mark A. Finlayson,X8peo3AAAAAJ
Mark A. Hasegawa-Johnson,18O0OAwAAAAJ
Mark A. Heinrich,ENsrFlsAAAAJ
Mark A. Horowitz,e7V7-gEAAAAJ
Mark A. Neerincx,rwBWbFAAAAAJ
Mark Alan Finlayson,X8peo3AAAAAJ
Mark Alexander Reynolds,2VbIrLMAAAAJ
Mark Allen Weiss,gfYCK9gAAAAJ
Mark B. Sandler,W-gexv0AAAAJ
Mark Batty,MnDiDMcAAAAJ
Mark Braverman,NOSCHOLARPAGE
Mark Bun,oDwLyYUAAAAJ
Mark C. W. van Rossum,NOSCHOLARPAGE
Mark C. Wilson,yVByLBsAAAAJ
Mark Carman,fcPONTQAAAAJ
Mark Christensen van Langeveld,NOSCHOLARPAGE
Mark Claypool,KsSGzrQAAAAJ
Mark Craven,6VuiGBQAAAAJ
Mark Crovella,vrHhOlUAAAAJ
Mark D. Apperley,Y6mQU80AAAAJ
Mark D. Corner,NOSCHOLARPAGE
Mark D. Gross,NOSCHOLARPAGE
Mark D. Hill,7lVfIWYAAAAJ
Mark D. M. Leiserson,fq0DzqoAAAAJ
Mark D. Reid,H2dgqTYAAAAJ
Mark D. Smucker,BgiGGQQAAAAJ
Mark Daley,SW3aNagAAAAJ
Mark Dredze,7jNkTbYAAAAJ
Mark E. Dean,xwhmCksAAAAJ
Mark Eramian,yERv7xsAAAAJ
Mark Fishel,K6jhzXcAAAAJ
Mark G. J. van den Brand,CZt-AsoAAAAJ
Mark G. Wallace,83oci4wAAAAJ
Mark Gahegan,zEqatoMAAAAJ
Mark Giesbrecht,NOSCHOLARPAGE
Mark Grechanik,Gn5kfF8AAAAJ
Mark Guzdial,iQV2L2IAAAAJ
Mark H. Chignell,etEk4e0AAAAJ
Mark H. M. Winands,5S6bWAwAAAAJ
Mark Handley,XRyUF6gAAAAJ
Mark Hasegawa-Johnson,18O0OAwAAAAJ
Mark Herbster,MBwWHlgAAAAJ
Mark Hoogendoorn,3s4lqHkAAAAJ
Mark Horowitz,e7V7-gEAAAAJ
Mark J. Clement,8sFevmEAAAAJ
Mark J. Guzdial,iQV2L2IAAAAJ
Mark James Carman,NOSCHOLARPAGE
Mark James Handley,XRyUF6gAAAAJ
Mark John Batty,MnDiDMcAAAAJ
Mark Jones,NOSCHOLARPAGE
Mark K. Goldberg,NOSCHOLARPAGE
Mark Keil,BaMD2NgAAAAJ
Mark Lanthier,NOSCHOLARPAGE
Mark Lawford,7v2eN0cAAAAJ
Mark Liberman,R--JjPoAAAAJ
Mark Manulis,MdmQAVkAAAAJ
Mark Minas,NOSCHOLARPAGE
Mark O. Riedl,Yg_QjxcAAAAJ
Mark Oskin,gHfzsl4AAAAJ
Mark Owen Riedl,Yg_QjxcAAAAJ
Mark Pauly,bY63wY8AAAAJ
Mark R. Greenstreet,NOSCHOLARPAGE
Mark Reid,H2dgqTYAAAAJ
Mark Reith,NOSCHOLARPAGE
Mark Reynolds,2VbIrLMAAAAJ
Mark Riedl,Yg_QjxcAAAAJ
Mark S. Ackerman,qBTbnEQAAAAJ
Mark S. Drew,ZeJn22YAAAAJ
Mark S. Fox,cZMMcscAAAAJ
Mark Samuel Drew,ZeJn22YAAAAJ
Mark Sanderson,HmqvvQkAAAAJ
Mark Silberstein,E4DS2foAAAAJ
Mark Smotherman,KADbB0cAAAAJ
Mark Springett,rwQJxtUAAAAJ
Mark Steedman,ccCd0_YAAAAJ
Mark V. Springett,rwQJxtUAAAAJ
Mark W. Craven,6VuiGBQAAAAJ
Mark W. Newman,gPKDZtwAAAAJ
Mark W. Schmidt,5BtEUJcAAAAJ
Mark Wah Newman,gPKDZtwAAAAJ
Mark Wallace 0001,83oci4wAAAAJ
Mark Wineberg,1IwCKpcAAAAJ
Mark Yatskar,6RxMYNEAAAAJ
Mark Yim,6zm5XD8AAAAJ
Mark Zhandary,NOSCHOLARPAGE
Mark Zhandry,NOSCHOLARPAGE
Mark de Berg,4CObfMYAAAAJ
Mark van den Brand,CZt-AsoAAAAJ
Mark-Jan Nederhof,lGHn0JUAAAAJ
Markel Vigo,zDn5C90AAAAJ
Marko B. Popovic,4fB3vrQAAAAJ
Marko H. T. Nieminen,ouIgYzsAAAAJ
Marko Nieminen,ouIgYzsAAAAJ
Markulf Kohlweiss,pOfF9ygAAAAJ
Markus Brill,LeFkVsYAAAAJ
Markus Dürmuth,4Gu4Zx4AAAAJ
Markus Endler,QpN9ae8AAAAJ
Markus G. Kuhn,4FSAZOsAAAAJ
Markus Gross 0001,uxk0GmUAAAAJ
Markus H. Gross,uxk0GmUAAAAJ
Markus Hadwiger,wmx7KVUAAAAJ
Markus Hidell,kCOZ2QkAAAAJ
Markus Kuhn,4FSAZOsAAAAJ
Markus Nebel,NOSCHOLARPAGE
Markus Pauly,TSGyT-EAAAAJ
Markus Püschel,az9ZryAAAAAJ
Markus Schedl,TQR8qIEAAAAJ
Markus Schneider 0001,lOhijLUAAAAJ
Markus Siegle,Sdh-toEAAAAJ
Markus Steinberger,meRwdycAAAAJ
Markus Wagner 0007,DVbOu8MAAAAJ
Marleen de Bruijne,7kTk3LUAAAAJ
Marlon Dumas,9lIttRkAAAAJ
Marnel Peradilla,Cc5_76kAAAAJ
Marouane Kessentini,5oW_MA8AAAAJ
Marsha Chechik,CYfxRVIAAAAJ
Marsha J. Berger,NOSCHOLARPAGE
Marshini Chetty,eVJ6NTIAAAAJ
Mart L. Molle,NOSCHOLARPAGE
Mart Molle,NOSCHOLARPAGE
Marta Jiménez,7Ik08XAAAAAJ
Marta Kersten-Oertel,NOSCHOLARPAGE
Marta Kwiatkowska,ArcH6PkAAAAJ
Marta L. Queiros Mattoso,ZPczFBAAAAAJ
Marta M. Betcke,HJ3z-24AAAAJ
Marta Mattoso,ZPczFBAAAAAJ
Marta Mejail,WMy2FhwAAAAJ
Marta Ortín-Obón,hyOoV44AAAAJ
Marta Z. Kwiatkowska,ArcH6PkAAAAJ
Marta Zofia Kwiatkowska,ArcH6PkAAAAJ
Marten van Dijk,byCWPiwAAAAJ
Martha A. Kim,gFb9vegAAAAJ
Martha A. Larson,eIiM958AAAAJ
Martha E. Crosby,NOSCHOLARPAGE
Martha E. Pollack,5oU0wxcAAAAJ
Martha Larson,eIiM958AAAAJ
Martha Mercaldi,gFb9vegAAAAJ
Martha Mercaldi Kim,gFb9vegAAAAJ
Martha Palmer,pxc_-XYAAAAJ
Martha Snyder,NOSCHOLARPAGE
Martha Stone,pxc_-XYAAAAJ
Martha Stone Palmer,pxc_-XYAAAAJ
Martha White,t5zdD_IAAAAJ
Marti A. Hearst,Yy6xbCYAAAAJ
Martial Hebert,0ytii2EAAAAJ
Martijn Stam,2uRr5-YAAAAJ
Martijn van Otterlo,NOSCHOLARPAGE
Martin A. Siegel,sZ_nSuIAAAAJ
Martin A. Styner,waEzpjgAAAAJ
Martin Andreas Styner,waEzpjgAAAAJ
Martin Andrews,si3UgDwAAAAJ
Martin Atzmueller,PSxBcWwAAAAJ
Martin Atzmüller,PSxBcWwAAAAJ
Martin Berger,GCz-DJ0AAAAJ
Martin Berzins,RjxJExgAAAAJ
Martin Bichler,gYRbZzIAAAAJ
Martin Bouchard,ufMGQ3MAAAAJ
Martin Bücker,NOSCHOLARPAGE
Martin C. Rinard,hxlxVEUAAAAJ
Martin D. F. Wong,WPhoQiUAAAAJ
Martin Ebner,dnnkxkcAAAAJ
Martin Elsman,B_kB3DUAAAAJ
Martin Erwig,KvfFlIMAAAAJ
Martin Ester,ZYwC_CQAAAAJ
Martin Farach,2uHUSa8AAAAJ
Martin Farach-Colton,2uHUSa8AAAAJ
Martin Fürer,Pf49QrwAAAAJ
Martin Gairing,hs33gU8AAAAJ
Martin Gebser,14wfeoIAAAAJ
Martin Glinz,FpBbJW8AAAAJ
Martin Grohe,Sou5ih0AAAAJ
Martin Hardwick,NOSCHOLARPAGE
Martin Held,NOSCHOLARPAGE
Martin Hennecke,NOSCHOLARPAGE
Martin Henz,zle1cCkAAAAJ
Martin Hofmann 0001,MuXVKIMAAAAJ
Martin Höst,9HNtvo0AAAAJ
Martin J. Loomes,NOSCHOLARPAGE
Martin J. Strauss,FTv-o-UAAAAJ
Martin J. Wainwright,J5Rvh6gAAAAJ
Martin Jacobsson,NOSCHOLARPAGE
Martin Jaggi,r1TJBr8AAAAJ
Martin Johns,a-_ZVzEAAAAJ
Martin Jägersand,kxAlIY4AAAAJ
Martin Karsten,ieXJpBkAAAAJ
Martin Kreuzer,0ZDLSpkAAAAJ
Martin L. Kersten,Kr6jppsAAAAJ
Martin Leopold Kersten,Kr6jppsAAAAJ
Martin Lillholm,QLCX-88AAAAJ
Martin Loomes,NOSCHOLARPAGE
Martin Loose,7or52IsAAAAJ
Martin Monperrus,dJQf4SYAAAAJ
Martin Mundhenk,NOSCHOLARPAGE
Martin Müller 0003,UedjBD4AAAAJ
Martin Neil,NMtxaUIAAAAJ
Martin Nöllenburg,Wum9ploAAAAJ
Martin Odersky,LbRD9tEAAAAJ
Martin P. Robillard,XlDo0wgAAAAJ
Martin R. Gibbs,1ewxP20AAAAJ
Martin Radetzki,NOSCHOLARPAGE
Martin Rinard,hxlxVEUAAAAJ
Martin Schulz 0001,n1o6g-YAAAAJ
Martin Skovgaard Andersen,NOSCHOLARPAGE
Martin Strauss 0001,FTv-o-UAAAAJ
Martin Styner,waEzpjgAAAAJ
Martin Swany,NOSCHOLARPAGE
Martin T. Vechev,aZ1Rh50AAAAJ
Martin Tompa,NOSCHOLARPAGE
Martin V. Butz,dIcpfzAAAAAJ
Martin Vetterli,YQcU3NYAAAAJ
Martin Volk 0001,8bPj2w4AAAAJ
Martin Welsch,NOSCHOLARPAGE
Martin White,pwyfSagAAAAJ
Martin Wirsing,QonRHo8AAAAJ
Martin Wollschlaeger,FNwyHZ4AAAAJ
Martin Wollschläger,FNwyHZ4AAAAJ
Martin Ziegler 0001,wfD52B0AAAAJ
Martin Zimmerman 0002,ZcmrhggAAAAJ
Martin v. Mohrenschildt,NOSCHOLARPAGE
Martin von Mohrenschildt,NOSCHOLARPAGE
Martina A. Rau,bZQk_NkAAAAJ
Martina Angela Sasse,9H_eJqAAAAAJ
Martina Maggio,to9XszkAAAAJ
Martina Seidl,SBGtDbMAAAAJ
Martina Zitterbart,NefkVoUAAAAJ
Martine Ceberio,NOSCHOLARPAGE
Martine Labbé,WS_O3bIAAAAJ
Martine Schlag,NOSCHOLARPAGE
Martti Mäntylä,NOSCHOLARPAGE
Marty A. Humphrey,NaVxc4wAAAAJ
Marty Humphrey,NaVxc4wAAAAJ
Marvin K. Nakayama,NOSCHOLARPAGE
Marvin Minsky,NOSCHOLARPAGE
Marwan Fayed,dx8XiVwAAAAJ
Marwan Hassani,BljOdp8AAAAJ
Mary Cryan,NOSCHOLARPAGE
Mary Elizabeth Cryan,NOSCHOLARPAGE
Mary Ellen Foster,ij0tOKoAAAAJ
Mary Inaba,NOSCHOLARPAGE
Mary Jane B. Arcilla,ZfQToeoAAAAJ
Mary Jane Irwin,4Mj-BjwAAAAJ
Mary Lou Soffa,KWiJaj8AAAAJ
Mary Shaw,CTXoO1AAAAAJ
Mary Sheeran,NOSCHOLARPAGE
Mary W. Hall,208pw6sAAAAJ
Mary Wootters,LiH53A8AAAAJ
Mary-Anne Williams,NOSCHOLARPAGE
Maryam Alimardani,QGYjBQoAAAAJ
Maryam Mehri Dehnavi,f3V6gZMAAAAJ
Marynel Vázquez,-wm8urcAAAAJ
Marzyeh Ghassemi,9RyeFYwAAAAJ
María Cecilia Rivara,NYyo2yQAAAAJ
María del Pilar Villamil Giraldo,YCevcDEAAAAJ
María-Del-Pilar Villamil,YCevcDEAAAAJ
Masaaki Iiyama,MI-yYJYAAAAJ
Masaaki Mizuno,SRFswxMAAAAJ
Masahiro Takatsuka,BuB1HjoAAAAJ
Masahiro Takinoue,NOSCHOLARPAGE
Masakazu Sekijima,NOSCHOLARPAGE
Masami Hagiya,NOSCHOLARPAGE
Masamichi Shimosaka,ReTFRscAAAAJ
Masaru Kitsuregawa,NOSCHOLARPAGE
Masashi Sugiyama,GkYIrlIAAAAJ
Masashi Toyoda,eOZR3vEAAAAJ
Masato Uchida,S_zbvwoAAAAJ
Masatoshi Ishikawa,MPwVuGwAAAAJ
Masatoshi Yoshikawa,yMFHG7wAAAAJ
Masayuki Fujita,0LBPJ7MAAAAJ
Masayuki Inaba,NOSCHOLARPAGE
Masayuki Yamamura,NOSCHOLARPAGE
Mashael AlSabah,rGIv25EAAAAJ
Mason Rice,NOSCHOLARPAGE
Masoud Milani,NOSCHOLARPAGE
Massimiliano Di Penta,j6ucyOAAAAAJ
Massimiliano Pierobon,Rhu5LQIAAAAJ
Massimiliano Pontil,lcOacs8AAAAJ
Massimiliano de Leoni,OejM6_AAAAAJ
Massimo De Santo,h9tkpyYAAAAJ
Massimo DiPierro,NOSCHOLARPAGE
Massimo Pappalardo,NOSCHOLARPAGE
Massimo Poesio,89aa1X0AAAAJ
Massimo Tivoli,jvlJKLkAAAAJ
Massimo Tornatore,50-RA6kAAAAJ
Massimo Torquati,TCpEfU8AAAAJ
Matan Gavish,j0nK_CsAAAAJ
Matei A. Zaharia,I1EvjZsAAAAJ
Matei Ripeanu,eeMpO3wAAAAJ
Matei Zaharia,I1EvjZsAAAAJ
Mateja Jamnik,NOSCHOLARPAGE
Mateo Valero,MyT3cHQAAAAJ
Mathias Ekstedt,ApBrrccAAAAJ
Mathias Géry,9z3AzvEAAAAJ
Mathias Kölsch,_JxS2MYAAAAJ
Mathias Payer,9cFCY5wAAAAJ
Mathias Weske,Qc4JtWcAAAAJ
Mathieu Barthet,dhK-pgYAAAAJ
Mathieu Blanchette,8vXnOQsAAAAJ
Mathieu Desbrun,a8ZyGisAAAAJ
Mathieu Giraud,xNgheEoAAAAJ
Mathieu Hébert,2imvBaEAAAAJ
Mathieu Nancel,-Lm0OKsAAAAJ
Mathijs Michiel de Weerdt,9GJ8AvgAAAAJ
Mathijs de Weerdt,9GJ8AvgAAAAJ
Matias David Lee,eWYixqsAAAAJ
Mats Brorsson,BaZm_X8AAAAJ
Mats Daniels,NOSCHOLARPAGE
Mats Lind,NOSCHOLARPAGE
Mats Per Erik Heimdahl,NOSCHOLARPAGE
Matt Bishop,2oclnIwAAAAJ
Matt Blaze,NOSCHOLARPAGE
Matt E. Thatcher,NOSCHOLARPAGE
Matt Fredrikson,tMYCvLAAAAAJ
Matt Gibson 0001,ar0jZAYAAAAJ
Matt Huenerfauth,UsP45DwAAAAJ
Matt W. Mutka,NOSCHOLARPAGE
Matteo Cesana,bdR2l-sAAAAJ
Matteo Cimini,nq6IfV4AAAAJ
Matteo G. Rossi,X6wFirUAAAAJ
Matteo Gaeta,HOS-Rf4AAAAJ
Matteo Maffei,WWM2IcAAAAAJ
Matteo Magnani,41i7uf4AAAAJ
Matteo Matteucci,PdbEg5YAAAAJ
Matteo Migliavacca,rUiog4kAAAAJ
Matteo Mio,NOSCHOLARPAGE
Matteo Pradella,JXmHbfoAAAAJ
Matthew A. Turk,KltleWgAAAAJ
Matthew B. Dwyer,-ZRKCcEAAAAJ
Matthew Berger,i-j2oMsAAAAJ
Matthew Butler 0002,3fnjxYQAAAAJ
Matthew C. Gombolay,Ihyz20wAAAAJ
Matthew Caesar,HHn7118AAAAJ
Matthew Chalmers,PixWatEAAAAJ
Matthew Craig Gombolay,Ihyz20wAAAAJ
Matthew D. Egbert,ab0bc-sAAAAJ
Matthew D. Green,X0XWAGkAAAAJ
Matthew D. Sinclair,gaDqxaQAAAAJ
Matthew Flatt,9sMIvdgAAAAJ
Matthew Fluet,8SmCkDQAAAAJ
Matthew Fredrikson,tMYCvLAAAAAJ
Matthew G. Knepley,MtzzT2MAAAAJ
